term,non_invariant,random_non_invariant,h_nmi,h_mi,h_nmi_p,h_mi_p,type,run_number,computer
q5 ~1,0.997,0.625,1.20851671382118,-1.20851671382118,0.384682817627628,-0.384682817627628,Large Intercepts,1,computer17
lv ~~ lv,0.954,0.452,1.23463355321765,-1.23463355321765,0.392996065803401,-0.392996065803401,Small Residuals,1,computer17
q1 ~~ q1,0.958,0.452,1.25414159832395,-1.25414159832395,0.399205669420853,-0.399205669420853,Small Residuals,1,computer17
q2 ~~ q2,0.96,0.434,1.30046685035921,-1.30046685035921,0.413951455123634,-0.413951455123634,Small Residuals,1,computer17
q3 ~~ q3,0.959,0.459,1.24509973856489,-1.24509973856489,0.396327556070057,-0.396327556070057,Small Residuals,1,computer17
q4 ~~ q4,0.941,0.456,1.16820350337427,-1.16820350337427,0.37185072419857,-0.37185072419857,Small Residuals,1,computer17
q5 ~~ q5,0.962,0.452,1.27456023243684,-1.27456023243684,0.405705122521356,-0.405705122521356,Small Residuals,1,computer17
lv ~~ lv,1,0.44,1.69108620918968,-1.69108620918968,0.538289458774147,-0.538289458774147,Medium Residuals,1,computer17
q1 ~~ q1,1,0.43,1.71125774150475,-1.71125774150475,0.544710256929508,-0.544710256929509,Medium Residuals,1,computer17
q2 ~~ q2,1,0.421,1.72946120869952,-1.72946120869952,0.550504600500425,-0.550504600500424,Medium Residuals,1,computer17
q3 ~~ q3,1,0.423,1.72541162695586,-1.72541162695586,0.549215578596508,-0.549215578596508,Medium Residuals,1,computer17
q4 ~~ q4,0.801,0.427,0.792527188326889,-0.792527188326889,0.252269239113892,-0.252269239113892,Medium Residuals,1,computer17
q5 ~~ q5,1,0.434,1.70318269193988,-1.70318269193988,0.542139888821584,-0.542139888821584,Medium Residuals,1,computer17
lv ~1,0.866,0.621,0.576826292905619,-0.576826292905619,0.183609511642606,-0.183609511642606,Large Residuals,1,computer17
q1 ~1,0.866,0.621,0.576826292905619,-0.576826292905619,0.183609511642606,-0.183609511642606,Large Residuals,1,computer17
q2 ~1,0.852,0.616,0.546880827770152,-0.546880827770152,0.174077574043614,-0.174077574043614,Large Residuals,1,computer17
q3 ~1,0.864,0.618,0.577152656013604,-0.577152656013604,0.183713396246363,-0.183713396246363,Large Residuals,1,computer17
q4 ~1,0.864,0.625,0.562719908615455,-0.562719908615455,0.179119310064739,-0.179119310064739,Large Residuals,1,computer17
q5 ~1,0.844,0.611,0.534864343343477,-0.534864343343477,0.17025260825343,-0.17025260825343,Large Residuals,1,computer17
lv =~ q1,0.857,0.609,0.575430078284388,-0.575430078284387,0.183165082725433,-0.183165082725433,Invariant,1,computer18
lv =~ q2,0.852,0.617,0.544824222875339,-0.544824222875339,0.173422936373621,-0.173422936373622,Invariant,1,computer18
lv =~ q3,0.84,0.624,0.497147421572205,-0.497147421572205,0.158246939177214,-0.158246939177214,Invariant,1,computer18
lv =~ q4,0.827,0.619,0.472553817433534,-0.472553817433534,0.150418551842984,-0.150418551842984,Invariant,1,computer18
lv =~ q5,0.864,0.609,0.595635451842872,-0.595635451842872,0.189596652883135,-0.189596652883135,Invariant,1,computer18
lv =~ q1,0.946,0.542,1.01765136954713,-1.01765136954713,0.323928491615325,-0.323928491615325,Small Loadings,1,computer18
lv =~ q2,0.934,0.549,0.95300280670089,-0.95300280670089,0.303350214933794,-0.303350214933793,Small Loadings,1,computer18
lv =~ q3,0.933,0.553,0.940947232762824,-0.940947232762825,0.299512806565687,-0.299512806565688,Small Loadings,1,computer18
lv =~ q4,0.831,0.548,0.627335987870914,-0.627335987870914,0.199687246898187,-0.199687246898187,Small Loadings,1,computer18
lv =~ q5,0.936,0.559,0.940997754258814,-0.940997754258815,0.299528888057326,-0.299528888057326,Small Loadings,1,computer18
lv =~ q1,0.962,0.386,1.40843524595305,-1.40843524595305,0.448318862836555,-0.448318862836555,Medium Loadings,1,computer18
lv =~ q2,0.938,0.37,1.33052748225098,-1.33052748225098,0.423520051439714,-0.423520051439714,Medium Loadings,1,computer18
lv =~ q3,0.956,0.376,1.39874893507831,-1.39874893507831,0.445235614324474,-0.445235614324474,Medium Loadings,1,computer18
lv =~ q4,0.839,0.374,0.999784748062341,-0.999784748062341,0.318241369364014,-0.318241369364014,Medium Loadings,1,computer18
lv =~ q5,0.953,0.372,1.39261832906203,-1.39261832906203,0.443284181821195,-0.443284181821195,Medium Loadings,1,computer18
lv =~ q1,1,0.512,1.5467940221975,-1.5467940221975,0.492359829155452,-0.492359829155452,Large Loadings,1,computer18
lv =~ q2,1,0.52,1.53078565244091,-1.53078565244091,0.487264206800245,-0.487264206800245,Large Loadings,1,computer18
lv =~ q3,1,0.517,1.53678977271823,-1.53678977271823,0.489175377642352,-0.489175377642352,Large Loadings,1,computer18
lv =~ q4,0.613,0.519,0.189960322735554,-0.189960322735554,0.0604662487093902,-0.0604662487093902,Large Loadings,1,computer18
lv =~ q5,1,0.523,1.52478008866152,-1.52478008866152,0.48535257647716,-0.48535257647716,Large Loadings,1,computer18
lv ~1,0.992,0.579,1.23300663001139,-1.23300663001139,0.392478200062784,-0.392478200062784,Small Intercepts,1,computer18
q1 ~1,0.992,0.579,1.23300663001139,-1.23300663001139,0.392478200062784,-0.392478200062784,Small Intercepts,1,computer18
q2 ~1,0.991,0.575,1.2302056305555,-1.2302056305555,0.391586614244779,-0.39158661424478,Small Intercepts,1,computer18
q3 ~1,0.957,0.587,0.978146061192551,-0.978146061192552,0.311353561409324,-0.311353561409324,Small Intercepts,1,computer18
q4 ~1,0.93,0.578,0.878629905194578,-0.878629905194577,0.279676585120161,-0.279676585120161,Small Intercepts,1,computer18
q5 ~1,0.991,0.575,1.2302056305555,-1.2302056305555,0.391586614244779,-0.39158661424478,Small Intercepts,1,computer18
lv ~1,0.999,0.389,1.73140540498596,-1.73140540498595,0.55112345739908,-0.551123457399079,Medium Intercepts,1,computer18
q1 ~1,0.999,0.389,1.73140540498596,-1.73140540498595,0.55112345739908,-0.551123457399079,Medium Intercepts,1,computer18
q2 ~1,1,0.375,1.82347658193698,-1.82347658193698,0.580430623255166,-0.580430623255166,Medium Intercepts,1,computer18
q3 ~1,1,0.39,1.79261079729169,-1.79261079729169,0.570605738857752,-0.570605738857752,Medium Intercepts,1,computer18
q4 ~1,0.89,0.383,1.13085570158234,-1.13085570158234,0.359962549660965,-0.359962549660965,Medium Intercepts,1,computer18
q5 ~1,0.999,0.387,1.73550970193639,-1.73550970193639,0.552429895694238,-0.552429895694237,Medium Intercepts,1,computer18
lv ~1,1,0.585,1.39996665766579,-1.39996665766579,0.4456232274627,-0.4456232274627,Large Intercepts,1,computer18
q1 ~1,1,0.585,1.39996665766579,-1.39996665766579,0.4456232274627,-0.4456232274627,Large Intercepts,1,computer18
q2 ~1,1,0.566,1.43840996164992,-1.43840996164992,0.457860111178416,-0.457860111178416,Large Intercepts,1,computer18
q3 ~1,1,0.574,1.42225063202439,-1.42225063202439,0.452716436804507,-0.452716436804507,Large Intercepts,1,computer18
q4 ~1,0.92,0.58,0.83659256941989,-0.83659256941989,0.26629568555425,-0.26629568555425,Large Intercepts,1,computer18
q5 ~1,1,0.575,1.42022805401821,-1.42022805401821,0.452072630229563,-0.452072630229563,Large Intercepts,1,computer18
lv ~~ lv,0.999,0.687,1.12422193815866,-1.12422193815866,0.357850957180604,-0.357850957180603,Small Residuals,1,computer18
q1 ~~ q1,0.998,0.685,1.10231474589445,-1.10231474589445,0.350877681304377,-0.350877681304377,Small Residuals,1,computer18
q2 ~~ q2,0.998,0.691,1.08936431352265,-1.08936431352265,0.346755430650078,-0.346755430650078,Small Residuals,1,computer18
q3 ~~ q3,0.999,0.683,1.13283309320738,-1.13283309320738,0.360591972964074,-0.360591972964073,Small Residuals,1,computer18
q4 ~~ q4,0.984,0.678,0.953150634237847,-0.953150634237847,0.303397269900257,-0.303397269900257,Small Residuals,1,computer18
q5 ~~ q5,0.999,0.678,1.14355627143816,-1.14355627143816,0.364005266606241,-0.364005266606241,Small Residuals,1,computer18
lv ~~ lv,0.994,0.686,1.03455892886176,-1.03455892886176,0.329310334896412,-0.329310334896412,Medium Residuals,1,computer18
q1 ~~ q1,0.994,0.687,1.03240336406946,-1.03240336406946,0.328624197312713,-0.328624197312714,Medium Residuals,1,computer18
q2 ~~ q2,0.994,0.686,1.03455892886176,-1.03455892886176,0.329310334896412,-0.329310334896412,Medium Residuals,1,computer18
q3 ~~ q3,0.994,0.686,1.03455892886176,-1.03455892886176,0.329310334896412,-0.329310334896412,Medium Residuals,1,computer18
q4 ~~ q4,0.936,0.689,0.671638262609214,-0.671638262609214,0.213789098927818,-0.213789098927818,Medium Residuals,1,computer18
q5 ~~ q5,0.994,0.686,1.03455892886176,-1.03455892886176,0.329310334896412,-0.329310334896412,Medium Residuals,1,computer18
lv ~1,0.931,0.674,0.683765110958123,-0.683765110958124,0.217649194645527,-0.217649194645527,Large Residuals,1,computer18
q1 ~1,0.931,0.674,0.683765110958123,-0.683765110958124,0.217649194645527,-0.217649194645527,Large Residuals,1,computer18
q2 ~1,0.864,0.682,0.442841240011861,-0.442841240011862,0.140960744705664,-0.140960744705664,Large Residuals,1,computer18
q3 ~1,0.907,0.67,0.604088644060017,-0.604088644060017,0.192287387535664,-0.192287387535664,Large Residuals,1,computer18
q4 ~1,0.925,0.666,0.677562245017227,-0.677562245017227,0.215674761093867,-0.215674761093867,Large Residuals,1,computer18
q5 ~1,0.931,0.669,0.694411005999874,-0.694411005999874,0.221037888284591,-0.221037888284591,Large Residuals,1,computer18
lv =~ q1,0.887,0.543,0.799027887436232,-0.799027887436232,0.254338475907502,-0.254338475907502,Invariant,1,computer19
lv =~ q2,0.869,0.54,0.75001611676766,-0.75001611676766,0.238737544764323,-0.238737544764323,Invariant,1,computer19
lv =~ q3,0.871,0.532,0.772004976329751,-0.772004976329751,0.245736816148843,-0.245736816148843,Invariant,1,computer19
lv =~ q4,0.889,0.523,0.845459900524904,-0.845459900524904,0.269118244709041,-0.269118244709041,Invariant,1,computer19
lv =~ q5,0.87,0.536,0.761008004773444,-0.761008004773444,0.242236371384389,-0.242236371384389,Invariant,1,computer19
lv =~ q1,0.962,0.654,0.865322041840321,-0.865322041840321,0.275440560650518,-0.275440560650518,Small Loadings,1,computer19
lv =~ q2,0.852,0.645,0.486787269474459,-0.486787269474459,0.154949200342133,-0.154949200342133,Small Loadings,1,computer19
lv =~ q3,0.957,0.625,0.900355992269946,-0.900355992269946,0.28659221342434,-0.28659221342434,Small Loadings,1,computer19
lv =~ q4,0.961,0.649,0.870617775265649,-0.87061777526565,0.277126244954394,-0.277126244954394,Small Loadings,1,computer19
lv =~ q5,0.965,0.658,0.872902366938947,-0.872902366938947,0.277853453069898,-0.277853453069898,Small Loadings,1,computer19
lv =~ q1,0.996,0.593,1.25713121617504,-1.25713121617504,0.400157294338766,-0.400157294338766,Medium Loadings,1,computer19
lv =~ q2,0.994,0.595,1.2245595072995,-1.2245595072995,0.389789397393782,-0.389789397393782,Medium Loadings,1,computer19
lv =~ q3,0.996,0.606,1.23059971568568,-1.23059971568568,0.391712055437714,-0.391712055437713,Medium Loadings,1,computer19
lv =~ q4,0.76,0.593,0.359761426038806,-0.359761426038807,0.114515618575731,-0.114515618575731,Medium Loadings,1,computer19
lv =~ q5,0.995,0.603,1.22177133782197,-1.22177133782197,0.388901895484729,-0.388901895484729,Medium Loadings,1,computer19
lv =~ q1,1,0.368,1.83796331952295,-1.83796331952295,0.585041895047333,-0.585041895047334,Large Loadings,1,computer19
lv =~ q2,1,0.363,1.84834608173243,-1.84834608173243,0.588346830904505,-0.588346830904505,Large Loadings,1,computer19
lv =~ q3,1,0.368,1.83796331952295,-1.83796331952295,0.585041895047333,-0.585041895047334,Large Loadings,1,computer19
lv =~ q4,0.754,0.363,0.810411033694031,-0.810411033694031,0.257961843897235,-0.257961843897235,Large Loadings,1,computer19
lv =~ q5,1,0.359,1.85667440418774,-1.85667440418774,0.590997818277358,-0.590997818277358,Large Loadings,1,computer19
lv ~1,0.993,0.459,1.48536065713511,-1.48536065713511,0.472804981714558,-0.472804981714558,Small Intercepts,1,computer19
q1 ~1,0.993,0.459,1.48536065713511,-1.48536065713511,0.472804981714558,-0.472804981714558,Small Intercepts,1,computer19
q2 ~1,0.971,0.461,1.30661987390689,-1.30661987390689,0.41591002334878,-0.41591002334878,Small Intercepts,1,computer19
q3 ~1,0.995,0.455,1.51937879848506,-1.51937879848506,0.483633292415845,-0.483633292415845,Small Intercepts,1,computer19
q4 ~1,0.946,0.467,1.16779847869901,-1.16779847869901,0.371721800840287,-0.371721800840287,Small Intercepts,1,computer19
q5 ~1,0.99,0.456,1.4585754607715,-1.4585754607715,0.464278988908645,-0.464278988908645,Small Intercepts,1,computer19
lv ~1,0.995,0.786,0.820314794995638,-0.820314794995639,0.261114309029941,-0.261114309029942,Medium Intercepts,1,computer19
q1 ~1,0.995,0.786,0.820314794995638,-0.820314794995639,0.261114309029941,-0.261114309029942,Medium Intercepts,1,computer19
q2 ~1,0.995,0.787,0.817874445869814,-0.817874445869814,0.260337521777451,-0.260337521777452,Medium Intercepts,1,computer19
q3 ~1,0.994,0.783,0.814075908931421,-0.814075908931422,0.259128409916926,-0.259128409916927,Medium Intercepts,1,computer19
q4 ~1,0.913,0.788,0.358147049619174,-0.358147049619174,0.11400174660134,-0.11400174660134,Medium Intercepts,1,computer19
q5 ~1,0.993,0.8,0.759767374502279,-0.759767374502279,0.241841466503978,-0.241841466503978,Medium Intercepts,1,computer19
lv ~1,1,0.628,1.31191429312916,-1.31191429312916,0.417595289328832,-0.417595289328832,Large Intercepts,1,computer19
q1 ~1,1,0.628,1.31191429312916,-1.31191429312916,0.417595289328832,-0.417595289328832,Large Intercepts,1,computer19
q2 ~1,1,0.616,1.33666304734161,-1.33666304734161,0.425473062465386,-0.425473062465386,Large Intercepts,1,computer19
q3 ~1,1,0.627,1.31398267198708,-1.31398267198708,0.41825367476768,-0.41825367476768,Large Intercepts,1,computer19
q4 ~1,0.94,0.637,0.798312445516468,-0.798312445516469,0.254110743671451,-0.254110743671451,Large Intercepts,1,computer19
q5 ~1,1,0.631,1.30570231196419,-1.30570231196419,0.415617954311233,-0.415617954311233,Large Intercepts,1,computer19
lv ~~ lv,0.999,0.134,2.32879311237194,-2.32879311237194,0.741277870544709,-0.741277870544708,Small Residuals,1,computer19
q1 ~~ q1,0.999,0.136,2.32294039167729,-2.32294039167729,0.739414891686528,-0.739414891686527,Small Residuals,1,computer19
q2 ~~ q2,0.998,0.136,2.29672393034794,-2.29672393034794,0.731069932864641,-0.73106993286464,Small Residuals,1,computer19
q3 ~~ q3,0.999,0.134,2.32879311237194,-2.32879311237194,0.741277870544709,-0.741277870544708,Small Residuals,1,computer19
q4 ~~ q4,0.966,0.127,2.04192735346966,-2.04192735346966,0.649965663478495,-0.649965663478495,Small Residuals,1,computer19
q5 ~~ q5,0.999,0.134,2.32879311237194,-2.32879311237194,0.741277870544709,-0.741277870544708,Small Residuals,1,computer19
lv ~~ lv,1,0.505,1.56079616012073,-1.56079616012073,0.496816848084127,-0.496816848084127,Medium Residuals,1,computer19
q1 ~~ q1,1,0.509,1.55279535465315,-1.55279535465315,0.494270112606364,-0.494270112606364,Medium Residuals,1,computer19
q2 ~~ q2,1,0.495,1.58079649346906,-1.58079649346906,0.503183151915873,-0.503183151915873,Medium Residuals,1,computer19
q3 ~~ q3,1,0.516,1.53879086294345,-1.53879086294345,0.489812344444185,-0.489812344444185,Medium Residuals,1,computer19
q4 ~~ q4,0.955,0.483,1.1772906159267,-1.1772906159267,0.374743241960872,-0.374743241960872,Medium Residuals,1,computer19
q5 ~~ q5,1,0.509,1.55279535465315,-1.55279535465315,0.494270112606364,-0.494270112606364,Medium Residuals,1,computer19
lv ~1,0.895,0.61,0.688994526910604,-0.688994526910604,0.219313769442169,-0.219313769442169,Large Residuals,1,computer19
q1 ~1,0.895,0.61,0.688994526910604,-0.688994526910604,0.219313769442169,-0.219313769442169,Large Residuals,1,computer19
q2 ~1,0.9,0.602,0.721853100491478,-0.721853100491478,0.229772978258859,-0.229772978258859,Large Residuals,1,computer19
q3 ~1,0.878,0.604,0.647650698234512,-0.647650698234512,0.20615362004188,-0.20615362004188,Large Residuals,1,computer19
q4 ~1,0.895,0.613,0.682839523390761,-0.682839523390761,0.217354570972307,-0.217354570972307,Large Residuals,1,computer19
q5 ~1,0.895,0.595,0.719646850876339,-0.719646850876339,0.229070707194971,-0.229070707194971,Large Residuals,1,computer19
lv =~ q1,0.994,0.582,1.25097745363199,-1.25097745363199,0.398198490884087,-0.398198490884087,Invariant,1,computer20
lv =~ q2,0.993,0.595,1.2121063367645,-1.2121063367645,0.385825430098161,-0.385825430098161,Invariant,1,computer20
lv =~ q3,0.807,0.546,0.568988127359311,-0.56898812735931,0.18111454605967,-0.18111454605967,Invariant,1,computer20
lv =~ q4,0.992,0.582,1.22692731171744,-1.22692731171744,0.390543092948563,-0.390543092948562,Invariant,1,computer20
lv =~ q5,0.993,0.595,1.2121063367645,-1.2121063367645,0.385825430098161,-0.385825430098161,Invariant,1,computer20
lv =~ q1,0.925,0.507,1.00198483644115,-1.00198483644115,0.318941679245467,-0.318941679245467,Small Loadings,1,computer20
lv =~ q2,0.923,0.5,1.00843791477508,-1.00843791477508,0.320995757875476,-0.320995757875476,Small Loadings,1,computer20
lv =~ q3,0.913,0.517,0.937967433979138,-0.937967433979138,0.298564307154002,-0.298564307154002,Small Loadings,1,computer20
lv =~ q4,0.746,0.508,0.498384861823252,-0.498384861823252,0.158640828642684,-0.158640828642684,Small Loadings,1,computer20
lv =~ q5,0.92,0.519,0.959274071090716,-0.959274071090716,0.305346420387947,-0.305346420387947,Small Loadings,1,computer20
lv =~ q1,0.91,0.559,0.843135449922097,-0.843135449922098,0.268378349102222,-0.268378349102222,Medium Loadings,1,computer20
lv =~ q2,0.903,0.569,0.798921151680504,-0.798921151680504,0.254304500861244,-0.254304500861244,Medium Loadings,1,computer20
lv =~ q3,0.831,0.566,0.59109769363132,-0.59109769363132,0.188152239583286,-0.188152239583286,Medium Loadings,1,computer20
lv =~ q4,0.871,0.563,0.70971294712171,-0.70971294712171,0.225908647421474,-0.225908647421474,Medium Loadings,1,computer20
lv =~ q5,0.909,0.565,0.827556452100378,-0.827556452100378,0.263419400078733,-0.263419400078733,Medium Loadings,1,computer20
lv =~ q1,0.995,0.514,1.40125319351242,-1.40125319351242,0.446032744541612,-0.446032744541612,Large Loadings,1,computer20
lv =~ q2,0.996,0.494,1.45622102885084,-1.45622102885084,0.463529549951953,-0.463529549951952,Large Loadings,1,computer20
lv =~ q3,0.995,0.509,1.41125588132872,-1.41125588132872,0.449216698961951,-0.449216698961951,Large Loadings,1,computer20
lv =~ q4,0.755,0.518,0.499177009737135,-0.499177009737135,0.158892977154993,-0.158892977154993,Large Loadings,1,computer20
lv =~ q5,0.991,0.525,1.33075304652641,-1.33075304652642,0.423591850778556,-0.423591850778556,Large Loadings,1,computer20
lv ~1,0.966,0.722,0.739834235503774,-0.739834235503774,0.235496551298078,-0.235496551298078,Small Intercepts,1,computer20
q1 ~1,0.966,0.722,0.739834235503774,-0.739834235503774,0.235496551298078,-0.235496551298078,Small Intercepts,1,computer20
q2 ~1,0.967,0.722,0.745391850998331,-0.745391850998331,0.237265595253604,-0.237265595253604,Small Intercepts,1,computer20
q3 ~1,0.962,0.719,0.725039453087092,-0.725039453087091,0.23078722579091,-0.23078722579091,Small Intercepts,1,computer20
q4 ~1,0.959,0.714,0.720728881385989,-0.720728881385989,0.229415128203345,-0.229415128203345,Small Intercepts,1,computer20
q5 ~1,0.951,0.724,0.659852759201668,-0.659852759201667,0.210037656679543,-0.210037656679543,Small Intercepts,1,computer20
lv ~1,1,0.556,1.45856084041782,-1.45856084041782,0.464274335105529,-0.464274335105529,Medium Intercepts,1,computer20
q1 ~1,1,0.556,1.45856084041782,-1.45856084041782,0.464274335105529,-0.464274335105529,Medium Intercepts,1,computer20
q2 ~1,1,0.556,1.45856084041782,-1.45856084041782,0.464274335105529,-0.464274335105529,Medium Intercepts,1,computer20
q3 ~1,1,0.572,1.42629396085337,-1.42629396085337,0.454003468343864,-0.454003468343864,Medium Intercepts,1,computer20
q4 ~1,0.936,0.55,0.959105901939259,-0.95910590193926,0.305292890484488,-0.305292890484488,Medium Intercepts,1,computer20
q5 ~1,1,0.558,1.45453458947157,-1.45453458947157,0.462992739625082,-0.462992739625082,Medium Intercepts,1,computer20
lv ~1,1,0.593,1.38370680213776,-1.38370680213776,0.440447554700207,-0.440447554700207,Large Intercepts,1,computer20
q1 ~1,1,0.593,1.38370680213776,-1.38370680213776,0.440447554700207,-0.440447554700207,Large Intercepts,1,computer20
q2 ~1,1,0.598,1.3735192006098,-1.3735192006098,0.437204740417357,-0.437204740417357,Large Intercepts,1,computer20
q3 ~1,1,0.594,1.38167088805463,-1.38167088805463,0.439799503120125,-0.439799503120125,Large Intercepts,1,computer20
q4 ~1,0.933,0.591,0.864126705642904,-0.864126705642904,0.275060073321567,-0.275060073321567,Large Intercepts,1,computer20
q5 ~1,1,0.587,1.39590614057542,-1.39590614057542,0.444330724729818,-0.444330724729818,Large Intercepts,1,computer20
lv ~~ lv,1,0.512,1.5467940221975,-1.5467940221975,0.492359829155452,-0.492359829155452,Small Residuals,1,computer20
q1 ~~ q1,1,0.506,1.55879603877623,-1.55879603877623,0.496180189686606,-0.496180189686606,Small Residuals,1,computer20
q2 ~~ q2,0.999,0.517,1.47353367384309,-1.47353367384308,0.469040336008976,-0.469040336008975,Small Residuals,1,computer20
q3 ~~ q3,1,0.503,1.56479629079431,-1.56479629079431,0.498090129223556,-0.498090129223556,Small Residuals,1,computer20
q4 ~~ q4,0.937,0.514,1.03537040542013,-1.03537040542013,0.329568635907348,-0.329568635907348,Small Residuals,1,computer20
q5 ~~ q5,1,0.498,1.57479633746164,-1.57479633746164,0.501273242940065,-0.501273242940065,Small Residuals,1,computer20
lv ~~ lv,1,0.538,1.49472297330744,-1.49472297330744,0.475785099509789,-0.475785099509789,Medium Residuals,1,computer20
q1 ~~ q1,1,0.542,1.48669722781221,-1.48669722781221,0.473230425374663,-0.473230425374663,Medium Residuals,1,computer20
q2 ~~ q2,1,0.53,1.51076026834962,-1.51076026834962,0.48088992906936,-0.48088992906936,Medium Residuals,1,computer20
q3 ~~ q3,1,0.523,1.52478008866152,-1.52478008866152,0.48535257647716,-0.48535257647716,Medium Residuals,1,computer20
q4 ~~ q4,0.731,0.527,0.426222695614686,-0.426222695614686,0.135670897730059,-0.135670897730059,Medium Residuals,1,computer20
q5 ~~ q5,1,0.533,1.5047483166257,-1.5047483166257,0.478976265400376,-0.478976265400376,Medium Residuals,1,computer20
lv ~1,0.914,0.358,1.26349476569194,-1.26349476569194,0.402182875061215,-0.402182875061215,Large Residuals,1,computer20
q1 ~1,0.914,0.358,1.26349476569194,-1.26349476569194,0.402182875061215,-0.402182875061215,Large Residuals,1,computer20
q2 ~1,0.871,0.361,1.11776015466681,-1.11776015466681,0.355794107612769,-0.355794107612769,Large Residuals,1,computer20
q3 ~1,0.864,0.364,1.09087094647818,-1.09087094647819,0.347235006814675,-0.347235006814675,Large Residuals,1,computer20
q4 ~1,0.908,0.363,1.23200679202601,-1.23200679202601,0.392159941747456,-0.392159941747456,Large Residuals,1,computer20
q5 ~1,0.897,0.366,1.18867733859463,-1.18867733859463,0.378367748357309,-0.378367748357309,Large Residuals,1,computer20
